wsj_section	wsj_doc	DcOffset	Label1	Label2	DcRaw	PBRole	PBVerb	Offset	INDEX	Conn
0	wsj_0029	1683..1687	Expansion.Conjunction		also			1683..1687	PDTB2::wsj_0029::1683..1687::SAME	also
0	wsj_0054	211..219	Contingency.Purpose.Arg2-as-goal		in order	ARGM-PNC	make	211..219	PDTB3::wsj_0054::211..219::ADDED	in order
0	wsj_0054	299..303	Expansion.Conjunction		also			299..303	PDTB2::wsj_0054::299..303::SAME	also
0	wsj_0023	305..308	Expansion.Conjunction		and			305..308	PDTB3::wsj_0023::305..308::ADDED	and
0	wsj_0075	86..89	Comparison.Concession.Arg2-as-denier		but			86..89	PDTB3::wsj_0075::86..89::ADDED	but
0	wsj_0075	126..132	Contingency.Negative-condition.Arg2-as-negCond		unless			126..132	PDTB2::wsj_0075::126..132::CHANGED	unless
0	wsj_0075	377..383	Contingency.Negative-condition.Arg2-as-negCond		unless			377..383	PDTB2::wsj_0075::377..383::CHANGED	Unless
0	wsj_0075	651..654	Comparison.Concession.Arg2-as-denier		but			651..654	PDTB2::wsj_0075::651..654::CHANGED	But
0	wsj_0075	1268..1271	Expansion.Conjunction		and			1268..1271	PDTB3::wsj_0075::1268..1271::ADDED	and
0	wsj_0075	1473..1476	Expansion.Conjunction		and			1473..1476	PDTB2::wsj_0075::1473..1476::SAME	and
0	wsj_0075	1563..1566	Expansion.Conjunction		and			1563..1566	PDTB2::wsj_0075::1563..1566::SAME	and
0	wsj_0075	1652..1655	Expansion.Conjunction		and			1652..1655	PDTB2::wsj_0075::1652..1655::SAME	and
0	wsj_0075	1694..1698	Expansion.Conjunction		also			1694..1698	PDTB2::wsj_0075::1694..1698::SAME	also
0	wsj_0075	1870..1875	Temporal.Asynchronous.Precedence		until			1870..1875	PDTB2::wsj_0075::1870..1875::SAME	until
0	wsj_0075	2059..2067	Contingency.Condition.Arg2-as-cond		in order	ARGM-PNC	raise	2059..2067	PDTB3::wsj_0075::2059..2067::ADDED	in order
0	wsj_0091	152..154	Contingency.Cause.Reason	Expansion.Manner.Arg2-as-manner	by	ARGM-MNR	lose	152..154	PDTB3::wsj_0091::152..154::ADDED	by
0	wsj_0091	222..229	Contingency.Cause.Reason		because			222..229	PDTB2::wsj_0091::222..229::SAME	because
0	wsj_0091	606..612	Comparison.Concession.Arg2-as-denier		indeed			606..612	PDTB2::wsj_0091::606..612::CHANGED	indeed
0	wsj_0091	706..710	Temporal.Asynchronous.Precedence		then			706..710	PDTB2::wsj_0091::706..710::CHANGED	then
0	wsj_0091	702..705	Expansion.Conjunction		and			702..705	PDTB3::wsj_0091::702..705::ADDED	and
0	wsj_0091	912..916	Temporal.Asynchronous.Succession		when			912..916	PDTB2::wsj_0091::912..916::SAME	When
0	wsj_0091	1052..1055	Expansion.Conjunction		and			1052..1055	PDTB3::wsj_0091::1052..1055::ADDED	and
0	wsj_0008	70..77	Contingency.Cause.Reason		because			70..77	PDTB2::wsj_0008::70..77::SAME	because
0	wsj_0008	135..140	Contingency.Condition.Arg2-as-cond		until			135..140	PDTB2::wsj_0008::135..140::SAME	Until
0	wsj_0008	518..521	Comparison.Contrast		but			518..521	PDTB2::wsj_0008::518..521::SAME	but
0	wsj_0008	638..640	Contingency.Condition.Arg2-as-cond		if			638..640	PDTB2::wsj_0008::638..640::SAME	if
0	wsj_0047	358..361	Comparison.Concession.Arg2-as-denier		but			358..361	PDTB2::wsj_0047::358..361::CHANGED	But
0	wsj_0047	401..408	Contingency.Cause.Reason		because			401..408	PDTB2::wsj_0047::401..408::SAME	because
0	wsj_0047	1205..1209	Temporal.Synchronous	Contingency.Cause.Reason	when	ARGM-TMP	begin	1205..1209	PDTB3::wsj_0047::1205..1209::ADDED	when
0	wsj_0047	1661..1664	Comparison.Concession.Arg2-as-denier		but			1661..1664	PDTB2::wsj_0047::1661..1664::CHANGED	but
0	wsj_0047	1704..1706	Temporal.Synchronous	Contingency.Cause.Reason	as			1704..1706	PDTB2::wsj_0047::1704..1706::SAME	as
0	wsj_0047	2001..2006	Temporal.Asynchronous.Succession		after			2001..2006	PDTB2::wsj_0047::2001..2006::SAME	after
0	wsj_0047	2514..2516	Expansion.Manner.Arg2-as-manner		by	ARGM-MNR	defuse	2514..2516	PDTB3::wsj_0047::2514..2516::ADDED	by
0	wsj_0047	2662..2665	Comparison.Concession.Arg2-as-denier		but			2662..2665	PDTB2::wsj_0047::2662..2665::CHANGED	But
0	wsj_0047	2760..2764	Temporal.Synchronous		when			2760..2764	PDTB2::wsj_0047::2760..2764::SAME	When
0	wsj_0047	3042..3049	Contingency.Cause.Result		so that			3042..3049	PDTB2::wsj_0047::3042..3049::SAME	so that
0	wsj_0047	3212..3215	Comparison.Concession.Arg2-as-denier		but			3212..3215	PDTB2::wsj_0047::3212..3215::CHANGED	But
0	wsj_0047	3627..3637	Temporal.Asynchronous.Precedence		ultimately			3627..3637	PDTB2::wsj_0047::3627..3637::CHANGED	ultimately
0	wsj_0047	3690..3692	Expansion.Disjunction		or			3690..3692	PDTB3::wsj_0047::3690..3692::ADDED	or
0	wsj_0047	3730..3732	Expansion.Disjunction		or			3730..3732	PDTB3::wsj_0047::3730..3732::ADDED	or
0	wsj_0037	173..181	Comparison.Concession.Arg1-as-denier		although			173..181	PDTB2::wsj_0037::173..181::SAME	Although
0	wsj_0037	320..323	Expansion.Conjunction		and			320..323	PDTB3::wsj_0037::320..323::ADDED	and
0	wsj_0037	375..378	Expansion.Conjunction		and			375..378	PDTB3::wsj_0037::375..378::ADDED	and
0	wsj_0037	456..459	Expansion.Conjunction		and			456..459	PDTB3::wsj_0037::456..459::ADDED	and
0	wsj_0037	703..707	Expansion.Conjunction		also			703..707	PDTB2::wsj_0037::703..707::SAME	also
0	wsj_0037	906..908	Contingency.Condition+SpeechAct		if			906..908	PDTB2::wsj_0037::906..908::SAME	If
0	wsj_0037	1858..1863	Temporal.Asynchronous.Succession		since			1858..1863	PDTB2::wsj_0037::1858..1863::SAME	since
0	wsj_0037	1895..1898	Comparison.Concession.Arg2-as-denier		but			1895..1898	PDTB2::wsj_0037::1895..1898::CHANGED	But
0	wsj_0037	2078..2081	Expansion.Conjunction		and			2078..2081	PDTB3::wsj_0037::2078..2081::ADDED	and
0	wsj_0037	2444..2447	Expansion.Conjunction		and			2444..2447	PDTB2::wsj_0037::2444..2447::SAME	and
0	wsj_0037	2710..2713	Comparison.Concession.Arg2-as-denier		but			2710..2713	PDTB2::wsj_0037::2710..2713::CHANGED	But
0	wsj_0037	2953..2958	Contingency.Cause.Reason		since			2953..2958	PDTB2::wsj_0037::2953..2958::SAME	since
0	wsj_0037	3112..3123	Expansion.Instantiation.Arg2-as-instance		for example			3112..3123	PDTB2::wsj_0037::3112..3123::CHANGED	for example
0	wsj_0037	3147..3151	Temporal.Synchronous		when			3147..3151	PDTB2::wsj_0037::3147..3151::SAME	when
0	wsj_0037	3408..3411	Expansion.Conjunction		and			3408..3411	PDTB3::wsj_0037::3408..3411::ADDED	and
0	wsj_0037	3588..3593	Temporal.Synchronous		while			3588..3593	PDTB2::wsj_0037::3588..3593::SAME	while
0	wsj_0037	4250..4253	Expansion.Conjunction		and			4250..4253	PDTB2::wsj_0037::4250..4253::SAME	and
0	wsj_0037	4290..4293	Expansion.Conjunction		and			4290..4293	PDTB2::wsj_0037::4290..4293::CHANGED	and
0	wsj_0037	4524..4527	Expansion.Conjunction		and			4524..4527	PDTB3::wsj_0037::4524..4527::ADDED	and
0	wsj_0037	4568..4571	Comparison.Concession.Arg2-as-denier		but			4568..4571	PDTB2::wsj_0037::4568..4571::CHANGED	But
0	wsj_0037	4637..4640	Expansion.Conjunction		and			4637..4640	PDTB3::wsj_0037::4637..4640::ADDED	and
0	wsj_0037	4664..4669	Temporal.Asynchronous.Succession	Contingency.Cause.Reason	after			4664..4669	PDTB2::wsj_0037::4664..4669::SAME	after
0	wsj_0037	4877..4880	Expansion.Conjunction		and			4877..4880	PDTB2::wsj_0037::4877..4880::SAME	and
0	wsj_0037	5171..5177	Temporal.Asynchronous.Precedence		before			5171..5177	PDTB2::wsj_0037::5171..5177::SAME	before
0	wsj_0037	5237..5239	Contingency.Negative-condition.Arg1-as-negCond		or			5237..5239	PDTB3::wsj_0037::5237..5239::ADDED	or
0	wsj_0037	5308..5311	Expansion.Conjunction		and			5308..5311	PDTB2::wsj_0037::5308..5311::SAME	and
0	wsj_0037	5671..5674	Expansion.Conjunction		and			5671..5674	PDTB3::wsj_0037::5671..5674::ADDED	and
0	wsj_0037	5954..5957	Comparison.Concession.Arg2-as-denier		but			5954..5957	PDTB3::wsj_0037::5954..5957::ADDED	but
0	wsj_0037	6193..6197	Expansion.Conjunction		also			6193..6197	PDTB2::wsj_0037::6193..6197::SAME	also
0	wsj_0037	6969..6972	Comparison.Concession.Arg2-as-denier		but			6969..6972	PDTB2::wsj_0037::6969..6972::CHANGED	but
0	wsj_0037	7467..7470	Expansion.Conjunction		and			7467..7470	PDTB3::wsj_0037::7467..7470::ADDED	and
0	wsj_0037	7596..7599	Comparison.Concession.Arg2-as-denier		but			7596..7599	PDTB3::wsj_0037::7596..7599::ADDED	but
0	wsj_0037	7928..7932	Temporal.Asynchronous.Succession		once			7928..7932	PDTB2::wsj_0037::7928..7932::SAME	Once
0	wsj_0037	8009..8012	Comparison.Concession.Arg2-as-denier		but			8009..8012	PDTB2::wsj_0037::8009..8012::CHANGED	but
0	wsj_0037	8254..8257	Expansion.Conjunction		and			8254..8257	PDTB3::wsj_0037::8254..8257::ADDED	and
0	wsj_0037	8416..8419	Expansion.Conjunction		and			8416..8419	PDTB3::wsj_0037::8416..8419::ADDED	and
0	wsj_0037	9032..9037	Comparison.Contrast		still			9032..9037	PDTB2::wsj_0037::9032..9037::SAME	still
0	wsj_0037	9163..9165	Contingency.Condition.Arg2-as-cond		if			9163..9165	PDTB2::wsj_0037::9163..9165::SAME	if
0	wsj_0037	9270..9272	Contingency.Condition.Arg2-as-cond		if			9270..9272	PDTB2::wsj_0037::9270..9272::SAME	if
0	wsj_0037	9459..9463	Temporal.Synchronous		when			9459..9463	PDTB2::wsj_0037::9459..9463::SAME	when
0	wsj_0037	9658..9662	Expansion.Level-of-detail.Arg2-as-detail		with			9658..9662	PDTB3::wsj_0037::9658..9662::ADDED	with
0	wsj_0037	9771..9774	Comparison.Concession.Arg2-as-denier		but			9771..9774	PDTB2::wsj_0037::9771..9774::CHANGED	But
0	wsj_0040	213..216	Expansion.Conjunction		and			213..216	PDTB2::wsj_0040::213..216::SAME	and
0	wsj_0040	643..645	Contingency.Condition.Arg2-as-cond		if			643..645	PDTB2::wsj_0040::643..645::SAME	If
0	wsj_0072	117..120	Comparison.Concession.Arg2-as-denier		but			117..120	PDTB2::wsj_0072::117..120::CHANGED	but
0	wsj_0072	272..277	Temporal.Synchronous	Expansion.Conjunction	while			272..277	PDTB2::wsj_0072::272..277::SAME	while
0	wsj_0072	425..427	Contingency.Condition.Arg2-as-cond		if			425..427	PDTB2::wsj_0072::425..427::SAME	If
0	wsj_0072	585..597	Comparison.Concession.Arg2-as-denier		nevertheless			585..597	PDTB2::wsj_0072::585..597::SAME	Nevertheless
0	wsj_0072	919..922	Expansion.Conjunction		and			919..922	PDTB2::wsj_0072::919..922::SAME	and
0	wsj_0072	1292..1295	Comparison.Concession.Arg2-as-denier		but			1292..1295	PDTB3::wsj_0072::1292..1295::ADDED	but
0	wsj_0072	1453..1465	Expansion.Instantiation.Arg2-as-instance		for instance			1453..1465	PDTB2::wsj_0072::1453..1465::CHANGED	for instance
0	wsj_0072	1558..1561	Expansion.Conjunction		and			1558..1561	PDTB2::wsj_0072::1558..1561::SAME	And
0	wsj_0072	1795..1799	Expansion.Conjunction		also			1795..1799	PDTB2::wsj_0072::1795..1799::SAME	also
0	wsj_0072	1967..1971	Expansion.Conjunction		also			1967..1971	PDTB2::wsj_0072::1967..1971::SAME	also
0	wsj_0072	1950..1953	Expansion.Conjunction		and			1950..1953	PDTB2::wsj_0072::1950..1953::SAME	And
0	wsj_0072	2101..2112	Contingency.Cause.Result		as a result			2101..2112	PDTB2::wsj_0072::2101..2112::SAME	As a result
0	wsj_0072	2245..2248	Comparison.Contrast		but			2245..2248	PDTB2::wsj_0072::2245..2248::SAME	but
0	wsj_0072	2390..2393	Expansion.Conjunction		and			2390..2393	PDTB3::wsj_0072::2390..2393::ADDED	and
0	wsj_0072	2533..2536	Comparison.Concession.Arg2-as-denier		but			2533..2536	PDTB2::wsj_0072::2533..2536::CHANGED	but
0	wsj_0072	2537..2539	Contingency.Condition+SpeechAct		if			2537..2539	PDTB2::wsj_0072::2537..2539::SAME	if
0	wsj_0096	295..298	Expansion.Conjunction		and			295..298	PDTB2::wsj_0096::295..298::CHANGED	and
0	wsj_0096	460..463	Expansion.Conjunction		and			460..463	PDTB3::wsj_0096::460..463::ADDED	and
0	wsj_0096	473..476	Contingency.Cause.Reason		for	ARGM-PNC	expel	473..476	PDTB3::wsj_0096::473..476::ADDED	for
0	wsj_0096	543..547	Expansion.Conjunction		also			543..547	PDTB2::wsj_0096::543..547::SAME	Also
0	wsj_0096	873..876	Expansion.Conjunction		and			873..876	PDTB3::wsj_0096::873..876::ADDED	and
0	wsj_0096	955..959	Expansion.Conjunction		also			955..959	PDTB2::wsj_0096::955..959::SAME	Also
0	wsj_0096	1139..1143	Expansion.Conjunction		also			1139..1143	PDTB2::wsj_0096::1139..1143::SAME	also
0	wsj_0096	1308..1311	Expansion.Conjunction		and			1308..1311	PDTB3::wsj_0096::1308..1311::ADDED	and
0	wsj_0096	1337..1340	Contingency.Cause.Reason		for	ARGM-CAU	give	1337..1340	PDTB3::wsj_0096::1337..1340::ADDED	for
0	wsj_0096	1508..1512	Expansion.Conjunction		also			1508..1512	PDTB2::wsj_0096::1508..1512::SAME	also
0	wsj_0096	1671..1674	Expansion.Conjunction		and			1671..1674	PDTB3::wsj_0096::1671..1674::ADDED	and
0	wsj_0096	1725..1730	Comparison.Concession.Arg1-as-denier		while			1725..1730	PDTB2::wsj_0096::1725..1730::CHANGED	While
0	wsj_0096	2140..2147	Expansion.Manner.Arg2-as-manner		without	ARGM-ADV	consent	2140..2147	PDTB3::wsj_0096::2140..2147::ADDED	Without
0	wsj_0096	2449..2453	Expansion.Conjunction		also			2449..2453	PDTB2::wsj_0096::2449..2453::SAME	Also
0	wsj_0096	2696..2699	Expansion.Conjunction		and			2696..2699	PDTB3::wsj_0096::2696..2699::ADDED	and
0	wsj_0096	2778..2781	Comparison.Concession.Arg2-as-denier		but			2778..2781	PDTB3::wsj_0096::2778..2781::ADDED	but
0	wsj_0096	3658..3661	Expansion.Conjunction		and			3658..3661	PDTB3::wsj_0096::3658..3661::ADDED	and
0	wsj_0096	3870..3873	Expansion.Conjunction		and			3870..3873	PDTB3::wsj_0096::3870..3873::ADDED	and
0	wsj_0096	4427..4430	Expansion.Conjunction		and			4427..4430	PDTB3::wsj_0096::4427..4430::ADDED	and
0	wsj_0096	4474..4476	Expansion.Disjunction		or			4474..4476	PDTB3::wsj_0096::4474..4476::ADDED	or
0	wsj_0096	4572..4574	Expansion.Disjunction		or			4572..4574	PDTB3::wsj_0096::4572..4574::ADDED	or
0	wsj_0096	5334..5337	Expansion.Conjunction		and			5334..5337	PDTB3::wsj_0096::5334..5337::ADDED	and
0	wsj_0096	5436..5439	Expansion.Conjunction		and			5436..5439	PDTB3::wsj_0096::5436..5439::ADDED	and
0	wsj_0096	5524..5527	Expansion.Conjunction		and			5524..5527	PDTB2::wsj_0096::5524..5527::SAME	and
0	wsj_0096	5528..5530	Contingency.Cause.Reason	Expansion.Manner.Arg2-as-manner	by	ARGM-MNR	end	5528..5530	PDTB3::wsj_0096::5528..5530::ADDED	by
0	wsj_0096	6726..6729	Expansion.Conjunction		and			6726..6729	PDTB3::wsj_0096::6726..6729::ADDED	and
0	wsj_0096	6810..6813	Expansion.Conjunction		and			6810..6813	PDTB3::wsj_0096::6810..6813::ADDED	and
0	wsj_0096	6988..6995	Contingency.Cause.Reason		because			6988..6995	PDTB2::wsj_0096::6988..6995::SAME	because
0	wsj_0096	7143..7146	Comparison.Concession.Arg2-as-denier		but			7143..7146	PDTB2::wsj_0096::7143..7146::CHANGED	but
0	wsj_0096	7208..7215	Contingency.Cause.Result		so that			7208..7215	PDTB2::wsj_0096::7208..7215::SAME	so that
0	wsj_0096	7275..7277	Expansion.Disjunction		or			7275..7277	PDTB3::wsj_0096::7275..7277::ADDED	or
0	wsj_0096	7302..7305	Expansion.Conjunction		and			7302..7305	PDTB3::wsj_0096::7302..7305::ADDED	and
0	wsj_0096	7328..7335	Expansion.Manner.Arg2-as-manner		without	ARGM-ADV	consent	7328..7335	PDTB3::wsj_0096::7328..7335::ADDED	without
0	wsj_0059	134..139	Comparison.Concession.Arg1-as-denier		while			134..139	PDTB2::wsj_0059::134..139::CHANGED	While
0	wsj_0059	323..326	Expansion.Conjunction		and			323..326	PDTB3::wsj_0059::323..326::ADDED	and
0	wsj_0059	405..421	Temporal.Synchronous		at the same time			405..421	PDTB3::wsj_0059::405..421::ADDED	At the same time
0	wsj_0059	514..529	Contingency.Cause.Reason		because			514..529	PDTB2::wsj_0059::514..529::SAME	in part because
0	wsj_0059	691..696	Comparison.Concession.Arg1-as-denier		while			691..696	PDTB2::wsj_0059::691..696::CHANGED	while
0	wsj_0059	1117..1120	Comparison.Concession.Arg2-as-denier		but			1117..1120	PDTB2::wsj_0059::1117..1120::SAME	but
0	wsj_0059	1223..1225	Contingency.Condition.Arg2-as-cond		if			1223..1225	PDTB2::wsj_0059::1223..1225::SAME	if
0	wsj_0059	2680..2689	Expansion.Conjunction		meanwhile			2680..2689	PDTB2::wsj_0059::2680..2689::CHANGED	Meanwhile
0	wsj_0059	2909..2912	Expansion.Conjunction		and			2909..2912	PDTB3::wsj_0059::2909..2912::ADDED	and
0	wsj_0059	2969..2974	Temporal.Asynchronous.Precedence		until			2969..2974	PDTB2::wsj_0059::2969..2974::SAME	until
0	wsj_0059	3090..3093	Expansion.Conjunction		and			3090..3093	PDTB2::wsj_0059::3090..3093::SAME	and
0	wsj_0059	3568..3575	Contingency.Cause.Reason		because			3568..3575	PDTB2::wsj_0059::3568..3575::SAME	because
0	wsj_0059	3655..3658	Expansion.Conjunction		and			3655..3658	PDTB3::wsj_0059::3655..3658::ADDED	and
0	wsj_0059	3747..3750	Comparison.Contrast		but			3747..3750	PDTB2::wsj_0059::3747..3750::SAME	But
0	wsj_0024	471..476	Temporal.Asynchronous.Precedence		until			471..476	PDTB2::wsj_0024::471..476::SAME	until
0	wsj_0024	701..704	Expansion.Conjunction		and			701..704	PDTB2::wsj_0024::701..704::SAME	and
0	wsj_0024	791..796	Temporal.Asynchronous.Succession		after			791..796	PDTB2::wsj_0024::791..796::SAME	after
0	wsj_0085	68..75	Contingency.Cause.Reason		because			68..75	PDTB2::wsj_0085::68..75::SAME	because
0	wsj_0085	235..238	Comparison.Concession.Arg2-as-denier		but			235..238	PDTB2::wsj_0085::235..238::CHANGED	But
0	wsj_0085	563..565	Expansion.Disjunction		or			563..565	PDTB3::wsj_0085::563..565::ADDED	or
0	wsj_0085	889..892	Expansion.Conjunction		and			889..892	PDTB3::wsj_0085::889..892::ADDED	and
0	wsj_0085	997..1000	Comparison.Concession.Arg2-as-denier		but			997..1000	PDTB2::wsj_0085::997..1000::CHANGED	But
0	wsj_0085	1060..1067	Expansion.Substitution.Arg2-as-subst		instead			1060..1067	PDTB2::wsj_0085::1060..1067::SAME	Instead
0	wsj_0085	1111..1113	Expansion.Manner.Arg2-as-manner		by	ARGM-MNR	build	1111..1113	PDTB3::wsj_0085::1111..1113::ADDED	by
0	wsj_0085	1152..1155	Expansion.Conjunction		and			1152..1155	PDTB3::wsj_0085::1152..1155::ADDED	and
0	wsj_0085	1236..1238	Contingency.Condition.Arg2-as-cond		if			1236..1238	PDTB2::wsj_0085::1236..1238::SAME	if
0	wsj_0085	1512..1520;1567..1570	Expansion.Conjunction		not only but			1512..1570	PDTB3::wsj_0085::1512..1570::ADDED	not only###but
0	wsj_0085	1999..2002	Expansion.Conjunction		and			1999..2002	PDTB2::wsj_0085::1999..2002::SAME	and
0	wsj_0085	2402..2404	Expansion.Manner.Arg2-as-manner		by	ARGM-MNR	target	2402..2404	PDTB3::wsj_0085::2402..2404::ADDED	by
0	wsj_0085	2843..2848	Comparison.Contrast		while			2843..2848	PDTB2::wsj_0085::2843..2848::CHANGED	while
0	wsj_0085	3183..3186	Comparison.Concession.Arg2-as-denier		but			3183..3186	PDTB2::wsj_0085::3183..3186::CHANGED	but
0	wsj_0085	3323..3326	Expansion.Conjunction		and			3323..3326	PDTB3::wsj_0085::3323..3326::ADDED	and
0	wsj_0085	3408..3410	Temporal.Synchronous		as			3408..3410	PDTB2::wsj_0085::3408..3410::SAME	As
0	wsj_0085	3513..3516	Comparison.Contrast		but			3513..3516	PDTB2::wsj_0085::3513..3516::SAME	But
0	wsj_0085	3810..3820	Expansion.Conjunction		as well as			3810..3820	PDTB3::wsj_0085::3810..3820::ADDED	as well as
0	wsj_0085	4040..4043	Expansion.Conjunction		and			4040..4043	PDTB3::wsj_0085::4040..4043::ADDED	and
0	wsj_0085	4133..4135	Contingency.Cause.Reason		as			4133..4135	PDTB2::wsj_0085::4133..4135::SAME	as
0	wsj_0085	4453..4455	Contingency.Cause.Result		so			4453..4455	PDTB2::wsj_0085::4453..4455::SAME	So
0	wsj_0085	4916..4918	Contingency.Cause.Reason	Expansion.Manner.Arg2-as-manner	by	ARGM-MNR	encourage	4916..4918	PDTB3::wsj_0085::4916..4918::ADDED	by
0	wsj_0085	5210..5213	Expansion.Conjunction		and			5210..5213	PDTB3::wsj_0085::5210..5213::ADDED	and
0	wsj_0085	5285..5287	Temporal.Synchronous		as			5285..5287	PDTB2::wsj_0085::5285..5287::SAME	as
0	wsj_0085	5739..5742	Expansion.Conjunction		and			5739..5742	PDTB3::wsj_0085::5739..5742::ADDED	and
0	wsj_0085	5775..5780	Comparison.Concession.Arg2-as-denier		still			5775..5780	PDTB2::wsj_0085::5775..5780::SAME	Still
0	wsj_0085	5820..5837	Contingency.Cause.Reason		because			5820..5837	PDTB2::wsj_0085::5820..5837::SAME	primarily because
0	wsj_0012	106..109	Expansion.Conjunction		and			106..109	PDTB3::wsj_0012::106..109::ADDED	and
0	wsj_0012	453..456	Expansion.Conjunction		and			453..456	PDTB3::wsj_0012::453..456::ADDED	and
0	wsj_0012	842..847	Temporal.Synchronous	Comparison.Contrast	while			842..847	PDTB2::wsj_0012::842..847::CHANGED	while
0	wsj_0012	1299..1309	Contingency.Condition.Arg2-as-cond		as long as			1299..1309	PDTB2::wsj_0012::1299..1309::SAME	as long as
0	wsj_0012	1338..1341	Expansion.Conjunction		and			1338..1341	PDTB3::wsj_0012::1338..1341::ADDED	and
0	wsj_0012	1637..1640	Expansion.Conjunction		and			1637..1640	PDTB2::wsj_0012::1637..1640::SAME	and
0	wsj_0012	1871..1878	Comparison.Concession.Arg2-as-denier		however			1871..1878	PDTB2::wsj_0012::1871..1878::CHANGED	However
0	wsj_0018	214..222	Expansion.Conjunction		not only			214..222	PDTB3::wsj_0018::214..222::ADDED	Not only
0	wsj_0018	524..526	Contingency.Condition.Arg2-as-cond		if			524..526	PDTB2::wsj_0018::524..526::SAME	if
0	wsj_0018	546..548	Contingency.Condition.Arg2-as-cond		if			546..548	PDTB2::wsj_0018::546..548::SAME	if
0	wsj_0018	543..545	Expansion.Disjunction		or			543..545	PDTB2::wsj_0018::543..545::CHANGED	or
0	wsj_0018	614..618	Expansion.Conjunction		also			614..618	PDTB2::wsj_0018::614..618::SAME	also
0	wsj_0018	629..637	Comparison.Concession.Arg1-as-denier		although			629..637	PDTB2::wsj_0018::629..637::SAME	although
0	wsj_0018	805..813	Expansion.Conjunction		moreover			805..813	PDTB2::wsj_0018::805..813::SAME	Moreover
0	wsj_0018	864..870	Comparison.Concession.Arg1-as-denier		though			864..870	PDTB2::wsj_0018::864..870::CHANGED	though
0	wsj_0018	928..933	Comparison.Concession.Arg1-as-denier		while			928..933	PDTB2::wsj_0018::928..933::CHANGED	While
0	wsj_0018	969..973	Temporal.Synchronous		when			969..973	PDTB2::wsj_0018::969..973::SAME	when
0	wsj_0018	1305..1308	Expansion.Conjunction		and			1305..1308	PDTB2::wsj_0018::1305..1308::CHANGED	and
0	wsj_0018	1440..1444	Expansion.Conjunction		also			1440..1444	PDTB2::wsj_0018::1440..1444::SAME	also
0	wsj_0018	1557..1560	Comparison.Concession.Arg2-as-denier		but			1557..1560	PDTB2::wsj_0018::1557..1560::CHANGED	But
0	wsj_0018	2110..2116;2149..2151	Expansion.Disjunction		either or			2110..2151	PDTB2::wsj_0018::2149..2151::CHANGED	either###or
0	wsj_0018	2456..2467	Expansion.Conjunction		in addition			2456..2467	PDTB2::wsj_0018::2456..2467::SAME	In addition
0	wsj_0018	2578..2582	Expansion.Conjunction		also			2578..2582	PDTB2::wsj_0018::2578..2582::SAME	also
0	wsj_0018	2702..2705	Expansion.Conjunction		and			2702..2705	PDTB3::wsj_0018::2702..2705::ADDED	and
0	wsj_0018	2812..2816	Expansion.Conjunction		also			2812..2816	PDTB2::wsj_0018::2812..2816::SAME	also
0	wsj_0018	3357..3364	Expansion.Substitution.Arg2-as-subst		instead			3357..3364	PDTB2::wsj_0018::3357..3364::SAME	Instead
0	wsj_0018	4005..4022	Comparison.Contrast		on the other hand			4005..4022	PDTB2::wsj_0018::4005..4022::CHANGED	On the other hand
0	wsj_0081	682..687	Temporal.Synchronous		while			682..687	PDTB2::wsj_0081::682..687::SAME	while
0	wsj_0081	720..725	Temporal.Asynchronous.Precedence		later			720..725	PDTB2::wsj_0081::720..725::CHANGED	later
0	wsj_0081	716..719	Comparison.Concession.Arg2-as-denier		but			716..719	PDTB3::wsj_0081::716..719::ADDED	but
0	wsj_0020	158..161	Contingency.Cause.Reason		for	ARGM-CAU	watch	158..161	PDTB3::wsj_0020::158..161::ADDED	for
0	wsj_0020	256..263	Comparison.Contrast		however			256..263	PDTB2::wsj_0020::256..263::SAME	However
0	wsj_0020	590..592	Contingency.Condition.Arg2-as-cond		if			590..592	PDTB2::wsj_0020::590..592::SAME	if
0	wsj_0020	1279..1281	Expansion.Conjunction		or			1279..1281	PDTB3::wsj_0020::1279..1281::ADDED	or
0	wsj_0020	1513..1517	Expansion.Conjunction		also			1513..1517	PDTB2::wsj_0020::1513..1517::SAME	also
0	wsj_0020	1652..1654	Contingency.Cause.Reason	Expansion.Manner.Arg2-as-manner	by	ARGM-MNR	improve	1652..1654	PDTB3::wsj_0020::1652..1654::ADDED	by
0	wsj_0020	1726..1729	Expansion.Conjunction		and			1726..1729	PDTB3::wsj_0020::1726..1729::ADDED	and
0	wsj_0020	1936..1939	Contingency.Purpose.Arg2-as-goal		for	ARGM-PNC	pay	1936..1939	PDTB3::wsj_0020::1936..1939::ADDED	for
0	wsj_0020	2066..2069	Expansion.Conjunction		and			2066..2069	PDTB2::wsj_0020::2066..2069::SAME	and
0	wsj_0020	2211..2217	Comparison.Concession.Arg2-as-denier		though			2211..2217	PDTB2::wsj_0020::2211..2217::SAME	though
0	wsj_0020	2404..2407	Expansion.Conjunction		but			2404..2407	PDTB2::wsj_0020::2404..2407::CHANGED	but
0	wsj_0020	3180..3188	Comparison.Concession.Arg2-as-denier		although			3180..3188	PDTB2::wsj_0020::3180..3188::CHANGED	although
0	wsj_0057	365..368	Comparison.Concession.Arg2-as-denier		but			365..368	PDTB2::wsj_0057::365..368::CHANGED	But
0	wsj_0057	839..850	Expansion.Conjunction		in addition			839..850	PDTB2::wsj_0057::839..850::SAME	In addition
